Age,Income,Previous_Purchases,Purchase,North,South,West
54,86024,16,1,False,False,False
23,59882,2,1,True,False,False
43,45923,7,1,False,False,True
51,49165,13,1,False,True,False
62,87203,2,1,False,True,False
23,24114,15,1,False,False,False
54,84965,12,1,False,False,True
50,56321,19,1,True,False,False
39,93297,16,1,False,True,False
38,45426,12,1,False,False,True
23,37772,5,1,False,True,False
23,23712,16,0,False,False,True
21,21367,13,1,False,False,True
47,71924,16,1,False,False,False
28,23726,7,1,False,True,False
47,47723,10,1,True,False,False
48,29108,19,1,False,False,False
41,97714,0,1,False,False,False
26,55643,6,1,True,False,False
20,51324,16,1,False,False,False
48,28927,9,1,False,False,True
57,42443,10,0,False,False,True
54,99973,8,1,False,True,False
53,83449,8,1,False,True,False
41,96743,4,1,True,False,False
48,80233,16,1,False,True,False
23,45537,8,1,False,False,True
19,97576,16,1,True,False,False
37,42612,18,1,True,False,False
45,26471,6,1,False,True,False
28,55631,8,1,False,False,True
21,51348,6,1,True,False,False
32,84732,12,1,False,False,True
23,21177,10,0,False,False,True
47,24760,13,0,False,False,True
55,52779,18,0,False,True,False
19,41636,10,1,False,False,False
32,73551,12,1,False,False,False
28,31556,13,1,True,False,False
25,47598,12,1,False,False,True
43,31563,0,1,False,True,False
62,66819,7,1,False,False,True
61,93770,11,1,False,False,True
22,46966,18,1,False,True,False
23,79889,11,1,False,False,False
43,46987,7,1,False,False,True
21,98714,7,1,False,False,True
36,78348,12,1,False,False,False
37,44596,11,1,False,True,False
50,53174,15,1,True,False,False
37,84106,0,1,False,False,False
29,89967,12,1,True,False,False
64,79182,6,1,True,False,False
18,59310,4,1,False,False,False
43,76088,7,1,False,False,True
31,28906,13,1,True,False,False
55,56914,12,1,True,False,False
54,65379,14,1,False,True,False
28,98612,16,1,False,False,True
53,57650,14,1,True,False,False
30,66881,19,1,False,True,False
60,66413,17,1,False,False,True
20,26012,17,1,False,False,False
50,70115,1,1,False,False,False
23,27151,3,0,False,True,False
27,77716,0,1,False,False,False
22,56378,3,1,True,False,False
40,62652,17,1,False,False,True
27,92430,4,1,True,False,False
61,33467,18,1,True,False,False
19,51010,14,0,False,False,False
